customer_id,first_name,last_name,email,phone,address_line1,address_line2,city,state,zip_code,country,signup_date,last_login_date,last_purchase_date,total_purchases,total_spend,loyalty_tier,email_verified,account_status,preferred_category,age,gender,marketing_opt_in,customer_lifetime_value,risk_score
CUST008880,John,Green,,,8208 Park Rd,Suite 466,Austin,mi,59091,USA,26-10-2021,8/4/2025,5/26/2023,50,743.44,Platinum,1,Active,Clothing,19,Male,Y,9083.39,70
CUST006993,Mason,Harris,mason.harris@yahoo.com,(209) 906-7503,5650 Park Rd,,Phoenix,sc,77106,USA,9/2/2021,12/7/2025,3/8/2024,122,1157.06,Gold,TRUE,Inactive,Clothing,34,F,N,4660.31,84
CUST004072,Olivia,Hernandez,olivia.hernandez@gmail.com,(209) 851-9711,3278 Maple Dr,,Albuquerque,MD,77732,USA,9/7/2024,25-05-2024,2/24/2023,142,3172.75,,0,Pending,Books,34,M,,4496.87,85
CUST009752,Mary,Johnson,mary.johnson@outlook.com,,1699 Cedar Ln,,Dallas,CT,53260,USA,2/12/2020,5/8/2025,31-01-2025,19,2806.27,SILVER,FALSE,Pending,Electronics,20,Female,TRUE,617.3,34
CUST002858,Betty,Wright,betty.wright@icloud.com,843.636.2061,233 Elm St,Apt 129,Columbus,NY,51617,USA,26-05-2023,6/1/2025,19-06-2025,125,325.67,Bronze,Y,Pending,Toys,26,Other,TRUE,3034.77,78
CUST003163,William,Green,william.green@hotmail.com,-7318,2921 Elm St,,Mesa,MN,58006,USA,6/21/2025,3/25/2024,28-05-2025,99,579.24,Silver,N,Inactive,Automotive,34,F,N,7964.86,5
CUST005323,Thomas,Campbell  ,,(820) 721-5566,391 Washington Blvd,,Kansas City,MN,89305,USA,29-05-2025,6/25/2024,12/29/2025,92,514.1,platinum,No,Suspended,Books,52,Female,No,402.58,19
CUST004998,Robert,Rodriguez,robert.rodriguez@outlook.com,-3060,6799 Cedar Ln,,San Francisco,wi,91443,USA,16-04-2025,26-05-2025,1/12/2024,124,971.66,GOLD,1,Suspended,Clothing,32,Female,TRUE,667.25,65
CUST026288,Jessica,Green,jessica.green@yahoo.com,,5578 Main St,,Fort Worth,FL,99867,USA,5/8/2025,9/5/2025,11/23/2023,46,4270.08,Silver,0,Active,Sports,29,Female,No,2928.62,37
CUST002738,Oliver,Thompson,oliver.thompson@icloud.com,,657 Elm St,,  Minneapolis  ,NJ,88358,USA,1/11/2024,19-09-2025,10/31/2023,86,4915.4,PLATINUM,1,Inactive,Beauty,19,Female,0,9638.69,38
CUST001455,Nancy,White,nancy.white@outlook.com,867.477.2252,7684 Maple Dr,,Louisville,OK,22417,USA,21-06-2022,10/28/2025,11/10/2025,147,1518.67,Gold,0,Pending,Beauty,49,F,1,8634.52,68
CUST001211,Charles,Gomez,charles.gomez@outlook.com,725.433.1774,405 Park Rd,,Omaha,VA,58311,USA,17-05-2024,12/27/2024,17-05-2024,130,814.58,,0,Pending,Home & Garden,42,Male,No,533.14,96
CUST008211,Steven,Jackson,steven.jackson@yahoo.com,8879493874,924 Elm St,,Las Vegas,GA,99459,USA,2/24/2021,13-05-2024,16-05-2025,14,916.47,,1,Pending,Beauty,56,,1,845.93,20
CUST007431,Anthony,Johnson,,7999167468,3584 Washington Blvd,Apt 364,Detroit,PA,27864,USA,3/13/2022,7/15/2024,28-10-2024,127,1051.48,platinum,Yes,Inactive,Books,44,Female,0,3091.43,98
CUST002475,Robert,Harris  ,robert.harris@gmail.com,307-650-3705,4149 Maple Dr,,Raleigh,MI,96697,USA,3/10/2024,1/6/2024,10/12/2025,130,1268.65,PLATINUM,No,Pending,Clothing,47,Male,,1032.59,60
CUST000221,James,Davis,james.davis@hotmail.com,989-841-9276,7656 Maple Dr,# 35,Omaha,SC,60775,USA,7/1/2020,3/7/2024,2/3/2025,119,1408.4,,0,Inactive,Home & Garden,49,,No,9892.94,82
CUST004393,WilliÃ¡m,Rivera,william.rivera@outlook.com,696-296-2439,1118 Cedar Ln,,Fresno,TX,59757,USA,19-03-2021,1/7/2025,5/8/2023,65,3954.1,,N,Inactive,Electronics,78,Male,1,5225.77,61
CUST007657,Lisa,Wright,lisa.wright@gmail.com,8862816551,6635 Cedar Ln,Unit 470,Portland,LA,45415,USA,12/2/2024,2/28/2024,2/12/2024,102,1500.8,Platinum,FALSE,Pending,Beauty,68,Male,Yes,4231.34,41
CUST000593,Joseph,Parker  ,joseph.parker@yahoo.com,,3483 Washington Blvd,Apt 31,Columbus  ,ca,75740,USA,9/21/2022,3/5/2024,16-07-2024,98,3998.39,silver,1,Suspended,Beauty,25,F,0,7360.36,39
CUST001729,Donna,  Adams,,-3487,9047 Elm St,,Denver,ma,3234,USA,14-04-2023,4/27/2025,7/24/2024,108,1682.05,Bronze,0,Suspended,Books,66,,No,9714.37,34
CUST007562,Mark,Rodriguez,mark.rodriguez@gmail.com,(865) 913-6899,8417 Park Rd,,  San Diego,UT,92533,USA,8/31/2025,8/22/2024,23-09-2023,107,2763.34,GOLD,0,Inactive,Home & Garden,67,,0,5424.71,55
CUST000089,Sarah,King,,866.464.5754,5873 Park Rd,# 208,Albuquerque  ,NC,44554,USA,3/6/2024,30-09-2025,12/26/2024,4,4116.34,bronze,N,Active,Beauty,41,F,N,390.73,45
CUST007700,Matthew,Rivera,matthew.rivera@company.com,(739) 929-4437,179 Washington Blvd,,Memphis,WA,71483,USA,11/28/2020,31-05-2025,7/23/2025,83,549.41,,N,Inactive,Sports,74,Male,,5618.64,91
CUST005263,David,Sanchez,,819.991.9971,7128 Maple Dr,,Virginia Beach  ,OR,64609,USA,7/3/2024,2/3/2025,1/17/2024,2,536.77,,FALSE,Inactive,Clothing,58,,0,1550.92,28
CUST007046,Lucas,Jones,lucas.jones@icloud.com,(543) 659-1960,5580 Cedar Ln,Unit 54,Chicago,KY,69747,USA,5/3/2021,22-03-2024,9/29/2023,75,1014.2,bronze,FALSE,Pending,Toys,28,,TRUE,7870.02,11
CUST006968,Elizabeth  ,Moore,elizabeth.moore@company.com,2654923070,3556 Main St,Suite 8,Memphis,OK,70577,USA,10/10/2025,6/28/2025,1/12/2023,41,1937.21,gold,Yes,Inactive,Home & Garden,60,F,1,493.6,13
CUST002192,Mark,  Perez,mark.perez@yahoo.com,(422) 588-6010,3085 Maple Dr,,Colorado Springs  ,VA,18261,USA,6/17/2024,10/8/2025,8/15/2023,87,4163.88,Silver,FALSE,Active,Beauty,31,Female,FALSE,8367.86,64
CUST000205,Michael,Lee,,,8826 Main St,,Memphis,md,47609,USA,16-02-2023,6/6/2025,16-03-2023,89,4503.33,,1,Pending,Books,59,Male,N,2054.54,90
CUST007691,Anthony  ,Wilson,anthony.wilson@icloud.com,-3458,5285 Elm St,,Los Angeles,MI,77357,USA,1/30/2024,9/10/2024,8/20/2024,88,882.51,Silver,N,Pending,Sports,54,Other,0,2713.1,8
CUST000950,  Matthew,Martin,matthew.martin@hotmail.com,751.986.7038,3245 Cedar Ln,,  Kansas City,ga,52684,USA,12/19/2024,12/15/2025,5/23/2023,45,2288.23,Gold,N,Active,Books,52,Other,Y,9195.04,83
CUST001842,Kimberly,Campbell,kimberly.campbell@hotmail.com,5426182280,6295 Elm St,,Sacramento,mi,63416,USA,7/2/2025,4/24/2025,4/14/2025,88,3113.13,,N,Pending,Sports,68,Male,Yes,6475.56,15
CUST000529,Lisa,Adams,lisa.adams@icloud.com,-10094,5248 Elm St,,Dallas,ut,58937,USA,3/28/2024,10/30/2025,4/18/2025,55,2124.15,gold,TRUE,Inactive,Clothing,51,F,,6488.13,79
CUST004808,John,Clark,john.clark@yahoo.com,-3215,9636 Park Rd,Unit 316,Colorado Springs,MA,81266,USA,23-11-2020,12/18/2024,7/4/2024,83,3368.81,Bronze,0,Suspended,Automotive,50,Male,,1392.76,32
CUST001498,Jessica,Jackson,jessica.jackson@company.com,-4727,2323 Elm St,Suite 328,  Miami  ,GA,56756,USA,9/2/2022,28-03-2025,6/1/2023,115,2989.55,Platinum,1,Active,Toys,50,Female,Yes,7552.35,52
CUST002622,Margaret,Martin,margaret.martin@icloud.com,,3069 Maple Dr,,Indianapolis,NC,44082,USA,1/21/2020,12/9/2024,1/29/2023,85,2234.93,Silver,Yes,Suspended,Beauty,24,F,N,2512.08,67
CUST008957,Richard,Young,richard.young@yahoo.com,208-423-9232,6179 Main St,,Chicago,MD,90892,USA,19-09-2021,5/9/2024,19-12-2025,143,514.07,Gold,1,Suspended,Clothing,37,F,FALSE,6345,14
CUST009915,Sophia,Hall,sophia.hall@hotmail.com,709-414-9858,9225 Cedar Ln,Suite 209,Nashville,CT,41621,USA,29-03-2024,1/20/2024,1/6/2023,10,3632.8,Gold,FALSE,Inactive,Sports,78,F,0,2445.98,11
CUST003615,Noah,Johnson,noah.johnson@icloud.com,,2415 Oak Ave,Unit 295,Detroit  ,TN,58610,USA,12/21/2022,4/28/2024,12/11/2025,99,1034.51,,Yes,Active,Clothing,34,M,Y,7754.31,88
CUST007399,Sandra,Young,sandra.young@company.com,,9878 Oak Ave,Apt 289,Louisville,or,79463,USA,3/3/2021,7/15/2025,3/30/2024,135,1699.21,,Y,Suspended,Books,69,Male,0,7890.97,76
CUST009301,JÃ¡mÃ©s,Miller,,7692764505,3656 Maple Dr,,Portland,md,13950,USA,5/21/2020,12/2/2025,1/15/2025,92,1655.83,platinum,No,Inactive,Toys,21,F,1,3669.58,50
CUST005049,WilliÃ¡m,MÃ­tchÃ©ll,william.mitchell@gmail.com,,8204 Elm St,,Indianapolis,LA,21607,USA,6/8/2021,11/25/2025,4/13/2023,100,1580.75,Gold,TRUE,Inactive,Sports,21,F,N,892.29,1
CUST009276,Christopher,Martinez,christopher.martinez@gmail.com,505-954-2450,4737 Elm St,# 171,Seattle,AL,89398,USA,16-02-2024,3/22/2024,3/12/2025,30,2437.06,Silver,No,Suspended,Automotive,77,Female,,8790.3,72
CUST006382,Ava,Gomez,ava.gomez@gmail.com,986-907-4508,2757 Park Rd,Apt 20,Nashville,OR,60525,USA,10/21/2021,14-09-2024,1/11/2024,136,1655.94,,Yes,Pending,Toys,46,F,1,5093.54,75
CUST001359,Karen,Evans,karen.evans@gmail.com,213.864.6745,1087 Elm St,Apt 440,San Jose,GA,16645,USA,6/17/2023,1/8/2024,11/17/2023,81,2898.9,bronze,N,Pending,Sports,52,Other,N,7866.16,10
CUST009980,Charlotte,Diaz,,,1522 Cedar Ln,,Oakland,ut,41108,USA,8/17/2021,6/24/2025,13-07-2025,87,1016.53,Gold,Yes,Inactive,Home & Garden,66,F,,1615.26,18
CUST002345,David,Ramirez,david.ramirez@company.com,493.327.7892,5565 Cedar Ln,Suite 378,Chicago,IN,49888,USA,5/15/2024,8/10/2025,10/5/2023,35,2783.84,,1,Pending,Home & Garden,24,M,N,8272.06,23
CUST004871,Mia,Rivera,mia.rivera@company.com,(361) 879-5838,9072 Maple Dr,,Dallas,OK,98880,USA,4/2/2022,6/1/2024,1/1/2024,69,1802.92,silver,Yes,Pending,Automotive,29,,,4245.05,85
CUST007058,Kimberly  ,Young,kimberly.young@yahoo.com,-5595,2317 Elm St,,Raleigh,NJ,96272,USA,1/17/2025,7/6/2025,5/7/2023,75,4476.49,Silver,TRUE,Pending,Clothing,53,,1,2579.85,96
CUST006333,Michelle,Green,,596.980.8357,4808 Oak Ave,,Las Vegas,OR,10908,USA,11/5/2020,10/15/2025,6/24/2024,87,1577.74,gold,Y,Suspended,Sports,30,Female,1,3414.85,41
CUST007077,  Thomas  ,  Martinez  ,thomas.martinez@outlook.com,(597) 992-1765,9454 Elm St,Unit 331,Austin,KY,51116,USA,4/17/2024,9/17/2024,4/22/2023,89,327.32,Gold,N,Active,Clothing,59,Male,No,4310.57,68
CUST008000,Susan,Harris,susan.harris@hotmail.com,(391) 202-1950,1231 Washington Blvd,Suite 345,Portland,TN,23004,USA,9/8/2024,8/3/2024,5/12/2023,129,2297.21,,TRUE,Pending,Automotive,66,,FALSE,3798.08,56
CUST009506,Joseph,Campbell,,2589447608,6700 Maple Dr,,San Antonio,TN,54563,USA,4/24/2023,12/2/2025,12/3/2025,149,1523.68,,1,Pending,Toys,27,Female,FALSE,5472.76,54
CUST002293,William,Thompson,william.thompson@company.com,(637) 866-4453,2540 Oak Ave,Apt 331,  Las Vegas,OK,57119,USA,5/4/2022,25-11-2025,6/13/2023,144,829.97,Silver,FALSE,Active,Automotive,21,Other,Y,4171.77,28
CUST008642,Mark,Taylor,mark.taylor@company.com,(861) 289-4249,9083 Main St,,Charlotte,MO,14218,USA,2/8/2020,2/10/2025,7/20/2025,35,1138.8,GOLD,N,Pending,Beauty,22,F,Yes,9674.02,8
CUST008503,Jennifer,Johnson,jennifer.johnson@hotmail.com,242.265.7707,9843 Park Rd,,  Albuquerque  ,ok,76119,USA,26-11-2025,12/9/2025,2/23/2025,123,1812.06,Bronze,Yes,Active,Automotive,69,M,FALSE,5614.42,41
CUST004856,Liam,Walker,liam.walker@icloud.com,7997419923,5050 Washington Blvd,,Los Angeles,WI,90623,USA,4/2/2022,2/9/2024,12/9/2024,103,2942.43,,Yes,Suspended,Clothing,34,M,0,1647.87,76
CUST009457,Thomas,Baker,thomas.baker@outlook.com,404-457-9431,5816 Maple Dr,,Miami,TN,44385,USA,2/26/2024,6/24/2025,6/2/2025,0,179.31,Gold,FALSE,Suspended,Electronics,47,F,0,5087.12,8
CUST006649,  Liam  ,Lee,liam.lee@gmail.com,381.770.1520,3992 Oak Ave,,Philadelphia,IN,9245,USA,1/18/2025,7/14/2025,3/19/2023,54,1651.34,Platinum,1,Pending,Automotive,39,,Y,4259.09,55
CUST008250,Jessica,Jackson,,,3899 Maple Dr,Unit 12,Jacksonville,TN,15220,USA,1/16/2023,4/8/2025,7/2/2025,50,1769.55,BRONZE,TRUE,Inactive,Beauty,43,Male,1,160.94,5
CUST006655,Mary,Hernandez,mary..hernandez@hotmail.com,(629) 234-5940,8306 Main St,# 443,Denver,AZ,70472,USA,7/25/2024,24-07-2024,12/7/2023,23,1934.76,Bronze,N,Suspended,Beauty,63,Other,1,7920.41,80
CUST005883,Joshua,Green,joshua.green@hotmail.com,535.813.9455,7323 Washington Blvd,,  Jacksonville  ,ut,40073,USA,9/1/2021,8/11/2025,6/9/2025,71,3028.12,Bronze,1,Suspended,Beauty,45,F,,3895.28,38
CUST001136,Donald,  Wright,donald.wright@gmail.com,2216143774,7954 Maple Dr,Unit 251,Jacksonville,OH,91991,USA,25-05-2025,5/4/2024,4/10/2024,97,2659.78,Silver,N,Inactive,Electronics,33,M,TRUE,746.34,90
CUST003936,Ava,Martinez,ava.martinez@outlook.com,462.744.8148,3275 Elm St,,Raleigh,WI,57021,USA,7/25/2022,3/19/2024,10/12/2025,12,2305.24,Silver,Y,Pending,Automotive,75,Female,Yes,8729.41,33
CUST005254,  Oliver  ,Jones,oliver.jones@company.com,,4821 Washington Blvd,Unit 67,Nashville,ok,47152,USA,18-12-2021,16-05-2024,7/17/2024,57,134.24,platinum,0,Suspended,Beauty,77,,N,2482.81,26
CUST001796,Logan,Martin,logan.martin@icloud.com,(370) 352-2655,4445 Park Rd,,Boston,MD,36005,USA,8/8/2024,8/15/2025,14-04-2023,76,2086.94,gold,N,Active,Automotive,78,Female,TRUE,5695.58,48
CUST004491,  Jennifer,Lopez,jennifer.lopez@icloud.com,211-293-8612,4668 Washington Blvd,,Colorado Springs,MI,36131,USA,4/25/2024,2/24/2025,8/18/2023,134,1183.18,platinum,No,Suspended,Automotive,76,Male,N,8711.62,55
CUST003194,Richard,Flores,richard.flores@outlook.com,2522043198,8320 Washington Blvd,,Indianapolis,AL,90065,USA,2/9/2020,6/21/2025,7/27/2023,134,348.93,GOLD,0,Active,Home & Garden,39,,0,2275.27,27
CUST000830,Donna,Davis,donna.davis@icloud.com,(555) 814-4061,8495 Maple Dr,Unit 337,San Antonio,MO,78333,USA,1/22/2021,10/7/2024,2/25/2024,48,1914.55,,1,Pending,Clothing,53,,1,6922.9,61
CUST008996,Logan,Adams,logan.adams@icloud.com,526-701-6915,3117 Washington Blvd,,Atlanta,or,21396,USA,8/9/2025,1/5/2025,2/22/2024,117,510.82,GOLD,FALSE,Inactive,Sports,22,F,TRUE,3875.34,35
CUST005351,David,Harris,david.harris@gmail.com,300.998.2055,5663 Park Rd,,Omaha,ct,43557,USA,27-10-2021,3/9/2025,11/24/2024,39,1656.48,,TRUE,Inactive,Automotive,76,F,0,634.62,67
CUST000245,William,Miller,william.miller@company.com,7845004602,9940 Oak Ave,# 437,Nashville,New York,26383,USA,6/12/2022,2/26/2024,8/16/2025,127,2088.2,PLATINUM,No,Pending,Beauty,31,Male,0,338.71,22
CUST006762,Christopher,Rodriguez,christopher.rodriguez@hotmail.com,442-858-8460,8710 Maple Dr,,Omaha,KY,15642,USA,14-08-2023,12/5/2025,28-09-2025,124,3113.5,BRONZE,FALSE,Suspended,Toys,59,,TRUE,9927.53,55
CUST008366,Matthew,Martin  ,matthew.martin@company.com,4395296659,,,Sacramento,SC,43408,USA,24-06-2025,8/29/2025,5/5/2023,36,4692.03,Silver,0,Active,Electronics,72,Other,No,5407.11,46
CUST009114,Betty,White,betty.white@yahoo.com,277.507.4601,9927 Park Rd,,Nashville,CT,80286,USA,3/10/2023,8/10/2025,25-08-2025,55,3549.41,Bronze,No,Active,Automotive,22,,TRUE,8842.05,14
CUST003733,Lucas,Hill,lucas.hill@company.com,9896586477,5572 Cedar Ln,,  Louisville,MI,61474,USA,10/10/2023,18-12-2025,24-09-2025,2,411.47,Bronze,TRUE,Pending,Beauty,53,Female,Yes,2515.94,79
CUST003325,Anthony,Evans,anthony.evans@hotmail.com,-8689,5600 Oak Ave,,San Antonio,il,46706,USA,7/2/2021,2/25/2024,10/14/2024,8,1305.63,BRONZE,1,Inactive,Sports,61,,1,9561.46,20
CUST000714,Liam,Nguyen,liam.nguyen@outlook.com,(840) 576-6437,5727 Cedar Ln,Apt 10,San Diego,ga,40647,USA,22-03-2023,6/22/2025,2/18/2023,13,2241.83,BRONZE,N,Active,Electronics,35,Female,FALSE,7162.47,59
CUST001596,Joshua,Martinez,joshua.martinez@company.com,982.922.6632,5915 Oak Ave,,Philadelphia,KY,93213,USA,4/27/2024,12/1/2025,12/13/2023,7,2312.45,Bronze,Y,Inactive,Clothing,24,Female,Y,9034.92,44
CUST006744,Christopher,Perez,christopher.perez@hotmail.com,306.231.1825,1933 Elm St,,Mesa,ca,88350,USA,20-11-2022,7/10/2025,12/18/2024,13,4678.76,Gold,Yes,Pending,Automotive,41,F,Yes,5718.23,69
CUST000243,Noah,  Jackson  ,noah.jackson@icloud.com,464-372-7571,7152 Park Rd,,Dallas,AL,16832,USA,10/23/2021,26-09-2025,7/18/2025,134,1925.25,bronze,TRUE,Suspended,Sports,31,Other,Y,418.45,77
CUST008827,Mary,Parker,mary.parker@outlook.com,759.913.9363,7388 Park Rd,,Nashville  ,TN,84115,USA,12/16/2023,6/29/2025,21-11-2023,121,3089.52,,FALSE,Pending,Electronics,63,M,TRUE,1414.03,58
