customer_id,first_name,last_name,email,phone,address_line1,address_line2,city,state,zip_code,country,signup_date,last_login_date,last_purchase_date,total_purchases,total_spend,loyalty_tier,email_verified,account_status,preferred_category,age,gender,marketing_opt_in,customer_lifetime_value,risk_score
CUST009065,Margaret,Green,margaret.green@icloud.com,(862) 619-4539,Not Provided,# 322,Columbus,PA,35577,USA,3/24/2023,5/27/2025,9/30/2024,82,4844.7,Silver,FALSE,Active,Toys,66,F,TRUE,1426.79,23
CUST009434,Logan,Perez,unknown@nodomain.com,((45) 0) -272-2044,6949 Cedar Ln,,Chicago,GA,76500,USA,28-10-2021,6/24/2025,6/5/2025,9,4955.44,Bronze,TRUE,Inactive,Books,37,F,TRUE,1807.71,82
CUST003423,Jennifer,Green,unknown@nodomain.com,((33) 1) -801-5477,7679 Cedar Ln,,Dallas,MN,74084,USA,4/8/2022,10/13/2025,20-11-2024,85,2589.54,Silver,TRUE,Inactive,Beauty,36,Female,TRUE,6173.79,7
CUST009616,Sarah,Scott,sarah.scott@yahoo.com,Not Provided,1832 Park Rd,# 497,Charlotte,GA,34324,USA,10/16/2021,10/10/2024,15-09-2023,128,2929.46,Bronze,FALSE,Active,Automotive,19,Female,TRUE,6278.02,56
CUST000745,Liam,Rivera,liam.rivera@outlook.com,Not Provided,7462 Main St,# 81,Indianapolis,MN,55105,USA,8/20/2021,2/12/2025,11/17/2025,145,1312.86,Gold,FALSE,Suspended,Electronics,79,Not Specified,TRUE,1240.74,4
CUST002845,Sophia,Baker,sophia.baker@company.com,(405) -99-5-6434,238 Oak Ave,,Austin,MA,40629,USA,12/21/2024,8/19/2025,10/9/2025,121,1600.28,Silver,FALSE,Suspended,Electronics,61,M,FALSE,1562.79,12
CUST007591,Emily,Rodriguez,emily.rodriguez@company.com,(287) .62-2.5817,1944 Oak Ave,,Miami,NY,33358,USA,7/13/2020,8/2/2025,4/23/2024,145,3318.57,Bronze,TRUE,Pending,Clothing,72,Other,TRUE,2880.25,43
CUST000242,Paul,Lopez,paul.lopez@gmail.com,(266) .67-1.4345,8853 Oak Ave,,Fresno,SC,75354,USA,18-09-2024,8/30/2024,6/9/2024,135,1066.82,Platinum,TRUE,Active,Beauty,78,Not Specified,FALSE,2001.15,32
CUST004748,Ãshley,Lopez,unknown@nodomain.com,(510) .54-6.5934,8605 Elm St,# 4,Baltimore,OH,92182,USA,29-09-2024,8/11/2025,10/9/2023,91,973.17,Platinum,FALSE,Suspended,Home & Garden,38,Other,FALSE,8392.93,93
CUST005631,Anthony,Rodriguez,anthony.rodriguez@gmail.com,(358) .88-5.9195,980 Oak Ave,,Chicago,OK,29719,USA,5/14/2025,10/14/2025,23-07-2023,15,2604.17,Bronze,FALSE,Inactive,Beauty,66,Female,FALSE,5492.49,34
CUST002443,Mason,Torres,mason.torres@yahoo.com,Not Provided,9615 Cedar Ln,,Atlanta,GA,62744,USA,4/29/2025,1/20/2024,12/3/2023,27,813.27,Bronze,TRUE,Inactive,Home & Garden,56,Female,TRUE,7297.61,48
CUST002367,Donald,Taylor,donald.taylor@hotmail.com,(308) .28-0.5503,1527 Park Rd,# 1,San Antonio,SC,63905,USA,24-07-2023,15-07-2025,29-07-2023,126,2179.2,Bronze,FALSE,Active,Sports,61,M,TRUE,2601.22,20
CUST009640,Robert,Torres,robert.torres@hotmail.com,(239) .61-5.6796,9213 Cedar Ln,,Jacksonville,MO,69748,USA,9/30/2025,2/6/2024,9/2/2024,79,979.78,Gold,FALSE,Suspended,Clothing,77,Male,FALSE,1106.91,45
CUST003720,James,Jones,james.jones@company.com,(487) -53-7-9694,6620 Park Rd,,Houston,MO,27955,USA,10/12/2025,22-12-2025,18-04-2025,97,337.76,Bronze,TRUE,Inactive,Beauty,75,F,FALSE,1939.59,17
CUST008164,Elijah,Nguyen,elijah.nguyen@hotmail.com,(477) 556-6660,8993 Cedar Ln,# 152,Jacksonville,CO,22362,USA,7/13/2020,12/3/2024,10/16/2023,2,3763.36,Bronze,FALSE,Pending,Clothing,51,F,FALSE,7211.87,68
CUST003901,Sarah,Carter,sarah.carter@company.com,Not Provided,3999 Main St,,Austin,MO,81347,USA,5/10/2025,3/3/2025,6/7/2023,95,892.76,Platinum,TRUE,Pending,Home & Garden,42,Not Specified,FALSE,6235.37,70
CUST006147,Robert,Evans,robert.evans@yahoo.com,(688) 865-8850,3479 Oak Ave,,Dallas,MI,75826,USA,15-09-2021,12/7/2025,3/11/2023,42,1511.72,Silver,FALSE,Inactive,Clothing,25,Other,FALSE,8302.2,76
CUST004624,Sophia,Martin,sophia.martin@outlook.com,(854) 384-2560,3231 Cedar Ln,,Miami,SC,50105,USA,2/13/2021,1/25/2025,7/28/2023,143,4043.04,Platinum,TRUE,Pending,Sports,43,Female,FALSE,6329.37,77
CUST009155,Donna,Wilson,donna.wilson@company.com,Not Provided,9823 Park Rd,Apt 267,Mesa,MN,47031,USA,3/21/2021,2/3/2025,15-12-2024,71,3810.18,Platinum,FALSE,Pending,Clothing,59,F,TRUE,5243.25,28
CUST007183,Jennifer,Robinson,jennifer.robinson@gmail.com,Not Provided,243 Main St,Apt 144,Detroit,CT,38110,USA,3/27/2023,7/30/2024,16-04-2024,49,609.2,Bronze,TRUE,Active,Sports,23,Male,FALSE,4665.71,0
CUST003089,Olivia,Smith,olivia.smith@hotmail.com,Not Provided,8138 Cedar Ln,,Albuquerque,KY,51231,USA,12/24/2023,6/9/2024,12/5/2024,55,273.94,Silver,TRUE,Pending,Sports,43,F,FALSE,2686.07,82
CUST003663,Emma,Roberts,unknown@nodomain.com,(654) 979-5239,1410 Washington Blvd,,Sacramento,KY,15442,USA,6/9/2022,7/25/2024,24-09-2023,42,1959.78,Platinum,TRUE,Active,Electronics,57,Female,FALSE,543.27,17
CUST008304,James,King,james.king@hotmail.com,(256) -53-0-8588,8628 Park Rd,,Raleigh,CO,20055,USA,2/5/2024,16-10-2024,12/9/2024,89,2536.43,Gold,FALSE,Suspended,Electronics,62,Not Specified,FALSE,8225.91,96
CUST009278,Matthew,Scott,matthew.scott@outlook.com,(464) 564-5351,4141 Main St,# 104,Fresno,MI,46472,USA,6/24/2020,30-12-2025,6/15/2025,106,988.03,Bronze,TRUE,Inactive,Home & Garden,20,M,FALSE,8959.93,74
CUST001241,Amelia,Roberts,unknown@nodomain.com,Not Provided,6099 Maple Dr,# 209,Columbus,OH,84571,USA,9/5/2023,2/11/2025,1/18/2023,2,4926.35,Bronze,FALSE,Suspended,Automotive,60,Not Specified,FALSE,4605.55,33
CUST007103,Elijah,Martin,elijah.martin@company.com,((43) 6) -266-3775,4067 Maple Dr,,Phoenix,CT,84624,USA,12/28/2023,18-12-2025,3/21/2025,33,2275.92,Silver,FALSE,Pending,Clothing,36,Other,TRUE,8204.71,68
CUST009578,Charles,Smith,charles.smith@gmail.com,Not Provided,5886 Washington Blvd,,Colorado Springs,KY,61770,USA,4/18/2021,11/27/2024,24-12-2024,88,1939.11,Bronze,TRUE,Suspended,Clothing,79,Not Specified,FALSE,4079.72,94
CUST008880,John,Green,unknown@nodomain.com,Not Provided,8208 Park Rd,Suite 466,Austin,MI,59091,USA,26-10-2021,8/4/2025,5/26/2023,50,743.44,Platinum,TRUE,Active,Clothing,19,Male,TRUE,9083.39,70
CUST006993,Mason,Harris,mason.harris@yahoo.com,((20) 9) -906-7503,5650 Park Rd,,Phoenix,SC,77106,USA,9/2/2021,12/7/2025,3/8/2024,122,1157.06,Gold,TRUE,Inactive,Clothing,34,F,FALSE,4660.31,84
CUST004072,Olivia,Hernandez,olivia.hernandez@gmail.com,((20) 9) -851-9711,3278 Maple Dr,,Albuquerque,MD,77732,USA,9/7/2024,25-05-2024,2/24/2023,142,3172.75,Bronze,FALSE,Pending,Books,34,M,FALSE,4496.87,85
CUST009752,Mary,Johnson,mary.johnson@outlook.com,Not Provided,1699 Cedar Ln,,Dallas,CT,53260,USA,2/12/2020,5/8/2025,31-01-2025,19,2806.27,Silver,FALSE,Pending,Electronics,20,Female,TRUE,617.3,34
CUST002858,Betty,Wright,betty.wright@icloud.com,(843) .63-6.2061,233 Elm St,Apt 129,Columbus,NY,51617,USA,26-05-2023,6/1/2025,19-06-2025,125,325.67,Bronze,TRUE,Pending,Toys,26,Other,TRUE,3034.77,78
CUST003163,William,Green,william.green@hotmail.com,Not Provided,2921 Elm St,,Mesa,MN,58006,USA,6/21/2025,3/25/2024,28-05-2025,99,579.24,Silver,FALSE,Inactive,Automotive,34,F,FALSE,7964.86,5
CUST005323,Thomas,Campbell,unknown@nodomain.com,((82) 0) -721-5566,391 Washington Blvd,,Kansas City,MN,89305,USA,29-05-2025,6/25/2024,12/29/2025,92,514.1,Platinum,FALSE,Suspended,Books,52,Female,FALSE,402.58,19
CUST004998,Robert,Rodriguez,robert.rodriguez@outlook.com,Not Provided,6799 Cedar Ln,,San Francisco,WI,91443,USA,16-04-2025,26-05-2025,1/12/2024,124,971.66,Gold,TRUE,Suspended,Clothing,32,Female,TRUE,667.25,65
CUST026288,Jessica,Green,jessica.green@yahoo.com,Not Provided,5578 Main St,,Fort Worth,FL,99867,USA,5/8/2025,9/5/2025,11/23/2023,46,4270.08,Silver,FALSE,Active,Sports,29,Female,FALSE,2928.62,37
CUST002738,Oliver,Thompson,oliver.thompson@icloud.com,Not Provided,657 Elm St,,Minneapolis,NJ,88358,USA,1/11/2024,19-09-2025,10/31/2023,86,4915.4,Platinum,TRUE,Inactive,Beauty,19,Female,FALSE,9638.69,38
CUST001455,Nancy,White,nancy.white@outlook.com,(867) .47-7.2252,7684 Maple Dr,,Louisville,OK,22417,USA,21-06-2022,10/28/2025,11/10/2025,147,1518.67,Gold,FALSE,Pending,Beauty,49,F,TRUE,8634.52,68
CUST001211,Charles,Gomez,charles.gomez@outlook.com,(725) .43-3.1774,405 Park Rd,,Omaha,VA,58311,USA,17-05-2024,12/27/2024,17-05-2024,130,814.58,Bronze,FALSE,Pending,Home & Garden,42,Male,FALSE,533.14,96
CUST008211,Steven,Jackson,steven.jackson@yahoo.com,(887) 949-3874,924 Elm St,,Las Vegas,GA,99459,USA,2/24/2021,13-05-2024,16-05-2025,14,916.47,Bronze,TRUE,Pending,Beauty,56,Not Specified,TRUE,845.93,20
CUST007431,Anthony,Johnson,unknown@nodomain.com,(799) 916-7468,3584 Washington Blvd,Apt 364,Detroit,PA,27864,USA,3/13/2022,7/15/2024,28-10-2024,127,1051.48,Platinum,TRUE,Inactive,Books,44,Female,FALSE,3091.43,98
CUST002475,Robert,Harris,robert.harris@gmail.com,(307) -65-0-3705,4149 Maple Dr,,Raleigh,MI,96697,USA,3/10/2024,1/6/2024,10/12/2025,130,1268.65,Platinum,FALSE,Pending,Clothing,47,Male,FALSE,1032.59,60
CUST000221,James,Davis,james.davis@hotmail.com,(989) -84-1-9276,7656 Maple Dr,# 35,Omaha,SC,60775,USA,7/1/2020,3/7/2024,2/3/2025,119,1408.4,Bronze,FALSE,Inactive,Home & Garden,49,Not Specified,FALSE,9892.94,82
CUST004393,WilliÃ¡m,Rivera,william.rivera@outlook.com,(696) -29-6-2439,1118 Cedar Ln,,Fresno,TX,59757,USA,19-03-2021,1/7/2025,5/8/2023,65,3954.1,Bronze,FALSE,Inactive,Electronics,78,Male,TRUE,5225.77,61
CUST007657,Lisa,Wright,lisa.wright@gmail.com,(886) 281-6551,6635 Cedar Ln,Unit 470,Portland,LA,45415,USA,12/2/2024,2/28/2024,2/12/2024,102,1500.8,Platinum,FALSE,Pending,Beauty,68,Male,TRUE,4231.34,41
CUST000593,Joseph,Parker,joseph.parker@yahoo.com,Not Provided,3483 Washington Blvd,Apt 31,Columbus,CA,75740,USA,9/21/2022,3/5/2024,16-07-2024,98,3998.39,Silver,TRUE,Suspended,Beauty,25,F,FALSE,7360.36,39
CUST001729,Donna,Adams,unknown@nodomain.com,Not Provided,9047 Elm St,,Denver,MA,3234,USA,14-04-2023,4/27/2025,7/24/2024,108,1682.05,Bronze,FALSE,Suspended,Books,66,Not Specified,FALSE,9714.37,34
CUST007562,Mark,Rodriguez,mark.rodriguez@gmail.com,((86) 5) -913-6899,8417 Park Rd,,San Diego,UT,92533,USA,8/31/2025,8/22/2024,23-09-2023,107,2763.34,Gold,FALSE,Inactive,Home & Garden,67,Not Specified,FALSE,5424.71,55
CUST000089,Sarah,King,unknown@nodomain.com,(866) .46-4.5754,5873 Park Rd,# 208,Albuquerque,NC,44554,USA,3/6/2024,30-09-2025,12/26/2024,4,4116.34,Bronze,FALSE,Active,Beauty,41,F,FALSE,390.73,45
CUST007700,Matthew,Rivera,matthew.rivera@company.com,((73) 9) -929-4437,179 Washington Blvd,,Memphis,WA,71483,USA,11/28/2020,31-05-2025,7/23/2025,83,549.41,Bronze,FALSE,Inactive,Sports,74,Male,FALSE,5618.64,91
CUST005263,David,Sanchez,unknown@nodomain.com,(819) .99-1.9971,7128 Maple Dr,,Virginia Beach,OR,64609,USA,7/3/2024,2/3/2025,1/17/2024,2,536.77,Bronze,FALSE,Inactive,Clothing,58,Not Specified,FALSE,1550.92,28
CUST007046,Lucas,Jones,lucas.jones@icloud.com,((54) 3) -659-1960,5580 Cedar Ln,Unit 54,Chicago,KY,69747,USA,5/3/2021,22-03-2024,9/29/2023,75,1014.2,Bronze,FALSE,Pending,Toys,28,Not Specified,TRUE,7870.02,11
CUST006968,Elizabeth,Moore,elizabeth.moore@company.com,(265) 492-3070,3556 Main St,Suite 8,Memphis,OK,70577,USA,10/10/2025,6/28/2025,1/12/2023,41,1937.21,Gold,TRUE,Inactive,Home & Garden,60,F,TRUE,493.6,13
CUST002192,Mark,Perez,mark.perez@yahoo.com,((42) 2) -588-6010,3085 Maple Dr,,Colorado Springs,VA,18261,USA,6/17/2024,10/8/2025,8/15/2023,87,4163.88,Silver,FALSE,Active,Beauty,31,Female,FALSE,8367.86,64
CUST000205,Michael,Lee,unknown@nodomain.com,Not Provided,8826 Main St,,Memphis,MD,47609,USA,16-02-2023,6/6/2025,16-03-2023,89,4503.33,Bronze,TRUE,Pending,Books,59,Male,FALSE,2054.54,90
CUST007691,Anthony,Wilson,anthony.wilson@icloud.com,Not Provided,5285 Elm St,,Los Angeles,MI,77357,USA,1/30/2024,9/10/2024,8/20/2024,88,882.51,Silver,FALSE,Pending,Sports,54,Other,FALSE,2713.1,8
CUST000950,Matthew,Martin,matthew.martin@hotmail.com,(751) .98-6.7038,3245 Cedar Ln,,Kansas City,GA,52684,USA,12/19/2024,12/15/2025,5/23/2023,45,2288.23,Gold,FALSE,Active,Books,52,Other,TRUE,9195.04,83
CUST001842,Kimberly,Campbell,kimberly.campbell@hotmail.com,(542) 618-2280,6295 Elm St,,Sacramento,MI,63416,USA,7/2/2025,4/24/2025,4/14/2025,88,3113.13,Bronze,FALSE,Pending,Sports,68,Male,TRUE,6475.56,15
CUST000529,Lisa,Adams,lisa.adams@icloud.com,Not Provided,5248 Elm St,,Dallas,UT,58937,USA,3/28/2024,10/30/2025,4/18/2025,55,2124.15,Gold,TRUE,Inactive,Clothing,51,F,FALSE,6488.13,79
CUST004808,John,Clark,john.clark@yahoo.com,Not Provided,9636 Park Rd,Unit 316,Colorado Springs,MA,81266,USA,23-11-2020,12/18/2024,7/4/2024,83,3368.81,Bronze,FALSE,Suspended,Automotive,50,Male,FALSE,1392.76,32
CUST001498,Jessica,Jackson,jessica.jackson@company.com,Not Provided,2323 Elm St,Suite 328,Miami,GA,56756,USA,9/2/2022,28-03-2025,6/1/2023,115,2989.55,Platinum,TRUE,Active,Toys,50,Female,TRUE,7552.35,52
CUST002622,Margaret,Martin,margaret.martin@icloud.com,Not Provided,3069 Maple Dr,,Indianapolis,NC,44082,USA,1/21/2020,12/9/2024,1/29/2023,85,2234.93,Silver,TRUE,Suspended,Beauty,24,F,FALSE,2512.08,67
CUST008957,Richard,Young,richard.young@yahoo.com,(208) -42-3-9232,6179 Main St,,Chicago,MD,90892,USA,19-09-2021,5/9/2024,19-12-2025,143,514.07,Gold,TRUE,Suspended,Clothing,37,F,FALSE,6345,14
CUST009915,Sophia,Hall,sophia.hall@hotmail.com,(709) -41-4-9858,9225 Cedar Ln,Suite 209,Nashville,CT,41621,USA,29-03-2024,1/20/2024,1/6/2023,10,3632.8,Gold,FALSE,Inactive,Sports,78,F,FALSE,2445.98,11
CUST003615,Noah,Johnson,noah.johnson@icloud.com,Not Provided,2415 Oak Ave,Unit 295,Detroit,TN,58610,USA,12/21/2022,4/28/2024,12/11/2025,99,1034.51,Bronze,TRUE,Active,Clothing,34,M,TRUE,7754.31,88
CUST007399,Sandra,Young,sandra.young@company.com,Not Provided,9878 Oak Ave,Apt 289,Louisville,OR,79463,USA,3/3/2021,7/15/2025,3/30/2024,135,1699.21,Bronze,TRUE,Suspended,Books,69,Male,FALSE,7890.97,76
CUST009301,JÃ¡mÃ©s,Miller,unknown@nodomain.com,(769) 276-4505,3656 Maple Dr,,Portland,MD,13950,USA,5/21/2020,12/2/2025,1/15/2025,92,1655.83,Platinum,FALSE,Inactive,Toys,21,F,TRUE,3669.58,50
CUST005049,WilliÃ¡m,MÃ­tchÃ©ll,william.mitchell@gmail.com,Not Provided,8204 Elm St,,Indianapolis,LA,21607,USA,6/8/2021,11/25/2025,4/13/2023,100,1580.75,Gold,TRUE,Inactive,Sports,21,F,FALSE,892.29,1
CUST009276,Christopher,Martinez,christopher.martinez@gmail.com,(505) -95-4-2450,4737 Elm St,# 171,Seattle,AL,89398,USA,16-02-2024,3/22/2024,3/12/2025,30,2437.06,Silver,FALSE,Suspended,Automotive,77,Female,FALSE,8790.3,72
CUST006382,Ava,Gomez,ava.gomez@gmail.com,(986) -90-7-4508,2757 Park Rd,Apt 20,Nashville,OR,60525,USA,10/21/2021,14-09-2024,1/11/2024,136,1655.94,Bronze,TRUE,Pending,Toys,46,F,TRUE,5093.54,75
CUST001359,Karen,Evans,karen.evans@gmail.com,(213) .86-4.6745,1087 Elm St,Apt 440,San Jose,GA,16645,USA,6/17/2023,1/8/2024,11/17/2023,81,2898.9,Bronze,FALSE,Pending,Sports,52,Other,FALSE,7866.16,10
CUST009980,Charlotte,Diaz,unknown@nodomain.com,Not Provided,1522 Cedar Ln,,Oakland,UT,41108,USA,8/17/2021,6/24/2025,13-07-2025,87,1016.53,Gold,TRUE,Inactive,Home & Garden,66,F,FALSE,1615.26,18
CUST002345,David,Ramirez,david.ramirez@company.com,(493) .32-7.7892,5565 Cedar Ln,Suite 378,Chicago,IN,49888,USA,5/15/2024,8/10/2025,10/5/2023,35,2783.84,Bronze,TRUE,Pending,Home & Garden,24,M,FALSE,8272.06,23
CUST004871,Mia,Rivera,mia.rivera@company.com,((36) 1) -879-5838,9072 Maple Dr,,Dallas,OK,98880,USA,4/2/2022,6/1/2024,1/1/2024,69,1802.92,Silver,TRUE,Pending,Automotive,29,Not Specified,FALSE,4245.05,85
CUST007058,Kimberly,Young,kimberly.young@yahoo.com,Not Provided,2317 Elm St,,Raleigh,NJ,96272,USA,1/17/2025,7/6/2025,5/7/2023,75,4476.49,Silver,TRUE,Pending,Clothing,53,Not Specified,TRUE,2579.85,96
CUST006333,Michelle,Green,unknown@nodomain.com,(596) .98-0.8357,4808 Oak Ave,,Las Vegas,OR,10908,USA,11/5/2020,10/15/2025,6/24/2024,87,1577.74,Gold,TRUE,Suspended,Sports,30,Female,TRUE,3414.85,41
CUST007077,Thomas,Martinez,thomas.martinez@outlook.com,((59) 7) -992-1765,9454 Elm St,Unit 331,Austin,KY,51116,USA,4/17/2024,9/17/2024,4/22/2023,89,327.32,Gold,FALSE,Active,Clothing,59,Male,FALSE,4310.57,68
CUST008000,Susan,Harris,susan.harris@hotmail.com,((39) 1) -202-1950,1231 Washington Blvd,Suite 345,Portland,TN,23004,USA,9/8/2024,8/3/2024,5/12/2023,129,2297.21,Bronze,TRUE,Pending,Automotive,66,Not Specified,FALSE,3798.08,56
CUST009506,Joseph,Campbell,unknown@nodomain.com,(258) 944-7608,6700 Maple Dr,,San Antonio,TN,54563,USA,4/24/2023,12/2/2025,12/3/2025,149,1523.68,Bronze,TRUE,Pending,Toys,27,Female,FALSE,5472.76,54
CUST002293,William,Thompson,william.thompson@company.com,((63) 7) -866-4453,2540 Oak Ave,Apt 331,Las Vegas,OK,57119,USA,5/4/2022,25-11-2025,6/13/2023,144,829.97,Silver,FALSE,Active,Automotive,21,Other,TRUE,4171.77,28
CUST008642,Mark,Taylor,mark.taylor@company.com,((86) 1) -289-4249,9083 Main St,,Charlotte,MO,14218,USA,2/8/2020,2/10/2025,7/20/2025,35,1138.8,Gold,FALSE,Pending,Beauty,22,F,TRUE,9674.02,8
CUST008503,Jennifer,Johnson,jennifer.johnson@hotmail.com,(242) .26-5.7707,9843 Park Rd,,Albuquerque,OK,76119,USA,26-11-2025,12/9/2025,2/23/2025,123,1812.06,Bronze,TRUE,Active,Automotive,69,M,FALSE,5614.42,41
CUST004856,Liam,Walker,liam.walker@icloud.com,(799) 741-9923,5050 Washington Blvd,,Los Angeles,WI,90623,USA,4/2/2022,2/9/2024,12/9/2024,103,2942.43,Bronze,TRUE,Suspended,Clothing,34,M,FALSE,1647.87,76
CUST009457,Thomas,Baker,thomas.baker@outlook.com,(404) -45-7-9431,5816 Maple Dr,,Miami,TN,44385,USA,2/26/2024,6/24/2025,6/2/2025,0,179.31,Gold,FALSE,Suspended,Electronics,47,F,FALSE,5087.12,8
CUST006649,Liam,Lee,liam.lee@gmail.com,(381) .77-0.1520,3992 Oak Ave,,Philadelphia,IN,9245,USA,1/18/2025,7/14/2025,3/19/2023,54,1651.34,Platinum,TRUE,Pending,Automotive,39,Not Specified,TRUE,4259.09,55
CUST008250,Jessica,Jackson,unknown@nodomain.com,Not Provided,3899 Maple Dr,Unit 12,Jacksonville,TN,15220,USA,1/16/2023,4/8/2025,7/2/2025,50,1769.55,Bronze,TRUE,Inactive,Beauty,43,Male,TRUE,160.94,5
CUST006655,Mary,Hernandez,mary..hernandez@hotmail.com,((62) 9) -234-5940,8306 Main St,# 443,Denver,AZ,70472,USA,7/25/2024,24-07-2024,12/7/2023,23,1934.76,Bronze,FALSE,Suspended,Beauty,63,Other,TRUE,7920.41,80
CUST005883,Joshua,Green,joshua.green@hotmail.com,(535) .81-3.9455,7323 Washington Blvd,,Jacksonville,UT,40073,USA,9/1/2021,8/11/2025,6/9/2025,71,3028.12,Bronze,TRUE,Suspended,Beauty,45,F,FALSE,3895.28,38
CUST001136,Donald,Wright,donald.wright@gmail.com,(221) 614-3774,7954 Maple Dr,Unit 251,Jacksonville,OH,91991,USA,25-05-2025,5/4/2024,4/10/2024,97,2659.78,Silver,FALSE,Inactive,Electronics,33,M,TRUE,746.34,90
CUST003936,Ava,Martinez,ava.martinez@outlook.com,(462) .74-4.8148,3275 Elm St,,Raleigh,WI,57021,USA,7/25/2022,3/19/2024,10/12/2025,12,2305.24,Silver,TRUE,Pending,Automotive,75,Female,TRUE,8729.41,33
CUST005254,Oliver,Jones,oliver.jones@company.com,Not Provided,4821 Washington Blvd,Unit 67,Nashville,OK,47152,USA,18-12-2021,16-05-2024,7/17/2024,57,134.24,Platinum,FALSE,Suspended,Beauty,77,Not Specified,FALSE,2482.81,26
CUST001796,Logan,Martin,logan.martin@icloud.com,((37) 0) -352-2655,4445 Park Rd,,Boston,MD,36005,USA,8/8/2024,8/15/2025,14-04-2023,76,2086.94,Gold,FALSE,Active,Automotive,78,Female,TRUE,5695.58,48
CUST004491,Jennifer,Lopez,jennifer.lopez@icloud.com,(211) -29-3-8612,4668 Washington Blvd,,Colorado Springs,MI,36131,USA,4/25/2024,2/24/2025,8/18/2023,134,1183.18,Platinum,FALSE,Suspended,Automotive,76,Male,FALSE,8711.62,55
CUST003194,Richard,Flores,richard.flores@outlook.com,(252) 204-3198,8320 Washington Blvd,,Indianapolis,AL,90065,USA,2/9/2020,6/21/2025,7/27/2023,134,348.93,Gold,FALSE,Active,Home & Garden,39,Not Specified,FALSE,2275.27,27
CUST000830,Donna,Davis,donna.davis@icloud.com,((55) 5) -814-4061,8495 Maple Dr,Unit 337,San Antonio,MO,78333,USA,1/22/2021,10/7/2024,2/25/2024,48,1914.55,Bronze,TRUE,Pending,Clothing,53,Not Specified,TRUE,6922.9,61
CUST008996,Logan,Adams,logan.adams@icloud.com,(526) -70-1-6915,3117 Washington Blvd,,Atlanta,OR,21396,USA,8/9/2025,1/5/2025,2/22/2024,117,510.82,Gold,FALSE,Inactive,Sports,22,F,TRUE,3875.34,35
CUST005351,David,Harris,david.harris@gmail.com,(300) .99-8.2055,5663 Park Rd,,Omaha,CT,43557,USA,27-10-2021,3/9/2025,11/24/2024,39,1656.48,Bronze,TRUE,Inactive,Automotive,76,F,FALSE,634.62,67
CUST000245,William,Miller,william.miller@company.com,(784) 500-4602,9940 Oak Ave,# 437,Nashville,NE,26383,USA,6/12/2022,2/26/2024,8/16/2025,127,2088.2,Platinum,FALSE,Pending,Beauty,31,Male,FALSE,338.71,22
